order_id,user_id,order_date,food_id,food_price,drink_id,drink_price,food_quantity,drink_quantity,total_purchase_amount,age,gender
11225,485,2023-10-23 07:23:39,14,32000,8,8500,5,7,219500,1997,male
11226,485,2023-10-31 14:51:39,14,32000,7,8000,6,10,272000,1997,male
11227,485,2023-11-02 01:33:39,13,31000,1,5000,6,11,241000,1997,male
11228,485,2023-11-24 16:39:39,8,26000,1,5000,5,2,140000,1997,male
11229,485,2023-11-30 21:54:39,4,23000,9,9000,4,1,101000,1997,male
11230,485,2023-12-29 08:14:39,11,29000,9,9000,7,14,329000,1997,male
11231,485,2024-01-04 15:19:39,4,23000,11,10000,6,9,228000,1997,male
11232,485,2024-01-13 04:04:39,7,24000,14,11500,9,4,262000,1997,male
11233,485,2024-01-21 02:09:39,14,32000,8,8500,8,8,324000,1997,male
11234,485,2024-01-22 08:21:39,1,23000,13,11000,11,11,374000,1997,male
11235,485,2024-02-07 11:07:39,12,30000,9,9000,6,4,216000,1997,male
11236,485,2024-03-04 13:25:39,7,24000,2,5500,4,5,123500,1997,male
11237,485,2024-03-27 13:06:39,12,30000,11,10000,7,12,330000,1997,male
11238,485,2024-04-10 14:01:39,11,29000,7,8000,8,4,264000,1997,male
11239,485,2024-04-24 02:03:39,7,24000,9,9000,11,9,345000,1997,male
11240,485,2024-05-17 16:53:39,4,23000,11,10000,9,10,307000,1997,male
11241,485,2024-05-28 07:53:39,4,23000,9,9000,9,8,279000,1997,male
11242,485,2024-06-23 06:16:39,10,28000,12,10500,10,9,374500,1997,male
11243,486,2024-05-16 02:24:43,10,28000,13,11000,8,6,290000,1993,female
11244,486,2024-05-20 13:59:43,10,28000,12,10500,14,11,507500,1993,female
11245,486,2024-06-06 22:33:43,7,24000,2,5500,12,6,321000,1993,female
11246,486,2024-06-16 22:35:43,2,21000,13,11000,8,5,223000,1993,female
11247,486,2024-06-27 06:11:43,13,31000,11,10000,10,12,430000,1993,female
11248,486,2024-06-28 22:08:43,5,22000,1,5000,3,12,126000,1993,female
11249,486,2024-07-02 21:48:43,9,27000,5,7000,10,8,326000,1993,female
11250,486,2024-07-05 07:58:43,8,26000,8,8500,7,7,241500,1993,female
11251,487,2024-05-17 11:12:59,9,27000,13,11000,11,10,407000,1991,male
11252,487,2024-06-13 06:32:59,11,29000,4,6500,12,10,413000,1991,male
11253,487,2024-07-01 09:01:59,10,28000,6,7500,7,3,218500,1991,male
11254,488,2023-03-24 20:13:05,5,22000,11,10000,2,6,104000,1989,male
11255,488,2023-04-18 15:01:05,3,20000,12,10500,7,11,255500,1989,male
11256,488,2023-04-27 11:33:05,11,29000,12,10500,10,4,332000,1989,male
11257,488,2023-05-18 06:44:05,7,24000,9,9000,4,10,186000,1989,male
11258,488,2023-06-11 23:41:05,1,23000,4,6500,2,9,104500,1989,male
11259,488,2023-07-12 23:23:05,2,21000,1,5000,8,8,208000,1989,male
11260,488,2023-07-21 08:55:05,13,31000,7,8000,11,11,429000,1989,male
11261,488,2023-08-06 09:33:05,6,25000,12,10500,8,9,294500,1989,male
11262,488,2023-08-26 01:37:05,5,22000,11,10000,4,5,138000,1989,male
11263,488,2023-09-02 13:09:05,10,28000,2,5500,8,9,273500,1989,male
11264,488,2023-09-05 15:55:05,5,22000,2,5500,14,12,374000,1989,male
11265,488,2023-09-14 01:38:05,3,20000,9,9000,6,9,201000,1989,male
11266,488,2023-10-09 15:40:05,3,20000,14,11500,10,7,280500,1989,male
11267,488,2023-10-16 05:22:05,6,25000,11,10000,4,2,120000,1989,male
11268,488,2023-10-30 02:08:05,12,30000,10,9500,7,11,314500,1989,male
11269,488,2023-11-29 17:29:05,12,30000,8,8500,7,6,261000,1989,male
11270,488,2023-12-22 11:10:05,8,26000,6,7500,7,6,227000,1989,male
11271,488,2024-01-20 01:47:05,14,32000,12,10500,10,9,414500,1989,male
11272,488,2024-02-08 13:54:05,6,25000,6,7500,5,9,192500,1989,male
11273,488,2024-03-03 22:09:05,9,27000,6,7500,9,8,303000,1989,male
11274,488,2024-03-28 18:24:05,12,30000,5,7000,3,6,132000,1989,male
11275,488,2024-04-27 08:43:05,2,21000,12,10500,6,6,189000,1989,male
11276,488,2024-05-17 07:08:05,13,31000,5,7000,6,5,221000,1989,male
11277,488,2024-05-25 07:54:05,1,23000,13,11000,3,6,135000,1989,male
11278,488,2024-06-22 01:20:05,8,26000,1,5000,7,2,192000,1989,male
11279,489,2023-08-23 18:46:17,2,21000,13,11000,9,7,266000,1995,female
11280,489,2023-08-26 18:48:17,6,25000,12,10500,4,10,205000,1995,female
11281,489,2023-08-28 10:17:17,5,22000,10,9500,12,10,359000,1995,female
11282,489,2023-09-15 06:47:17,14,32000,2,5500,7,8,268000,1995,female
11283,489,2023-10-12 22:06:17,14,32000,12,10500,5,7,233500,1995,female
11284,489,2023-10-15 08:50:17,6,25000,10,9500,7,7,241500,1995,female
11285,489,2023-11-04 15:48:17,10,28000,7,8000,6,5,208000,1995,female
11286,489,2023-11-06 23:47:17,8,26000,1,5000,6,7,191000,1995,female
11287,489,2023-11-25 14:07:17,3,20000,6,7500,6,13,217500,1995,female
11288,489,2023-12-02 05:53:17,1,23000,11,10000,10,7,300000,1995,female
11289,489,2023-12-16 08:38:17,3,20000,9,9000,9,9,261000,1995,female
11290,489,2023-12-20 03:59:17,4,23000,4,6500,8,4,210000,1995,female
11291,489,2024-01-06 07:26:17,8,26000,11,10000,14,13,494000,1995,female
11292,489,2024-01-31 03:35:17,11,29000,6,7500,10,3,312500,1995,female
11293,489,2024-02-04 19:02:17,13,31000,2,5500,5,6,188000,1995,female
11294,489,2024-02-23 11:31:17,14,32000,14,11500,6,6,261000,1995,female
11295,489,2024-03-17 08:22:17,11,29000,7,8000,6,6,222000,1995,female
11296,489,2024-04-01 21:54:17,12,30000,11,10000,7,10,310000,1995,female
11297,489,2024-04-25 03:50:17,14,32000,3,6000,11,10,412000,1995,female
11298,489,2024-05-19 01:18:17,4,23000,8,8500,9,9,283500,1995,female
11299,489,2024-06-13 20:36:17,14,32000,10,9500,7,11,328500,1995,female
11300,489,2024-06-26 17:55:17,7,24000,9,9000,8,4,228000,1995,female
11301,490,2024-07-07 07:04:04,2,21000,7,8000,9,11,277000,2000,female
11302,491,2024-03-12 03:56:40,14,32000,1,5000,7,5,249000,1995,male
11303,491,2024-04-07 18:19:40,8,26000,7,8000,3,11,166000,1995,male
11304,491,2024-04-23 16:53:40,2,21000,4,6500,12,10,317000,1995,male
11305,491,2024-05-04 14:57:40,6,25000,5,7000,7,5,210000,1995,male
11306,491,2024-05-24 13:04:40,11,29000,8,8500,7,6,254000,1995,male
11307,491,2024-06-17 05:38:40,9,27000,13,11000,7,8,277000,1995,male
11308,491,2024-07-01 15:25:40,9,27000,3,6000,10,10,330000,1995,male
11309,492,2024-07-03 07:48:41,14,32000,1,5000,9,11,343000,1990,male
11310,492,2024-07-04 23:22:41,3,20000,14,11500,4,10,195000,1990,male
11311,493,2024-04-21 23:56:16,7,24000,5,7000,5,9,183000,1988,female
11312,493,2024-04-26 17:25:16,14,32000,1,5000,6,12,252000,1988,female
11313,493,2024-05-21 12:22:16,9,27000,11,10000,9,10,343000,1988,female
11314,493,2024-06-11 18:31:16,12,30000,2,5500,10,14,377000,1988,female
11315,493,2024-07-04 11:46:16,6,25000,14,11500,7,12,313000,1988,female
11316,493,2024-07-07 23:09:16,7,24000,8,8500,11,10,349000,1988,female
11317,494,2023-02-24 17:28:31,10,28000,2,5500,9,7,290500,1999,female
11318,494,2023-02-28 23:51:31,8,26000,11,10000,9,10,334000,1999,female
11319,494,2023-03-09 03:22:31,5,22000,2,5500,5,4,132000,1999,female
11320,494,2023-03-25 14:29:31,14,32000,10,9500,8,14,389000,1999,female
11321,494,2023-04-06 15:17:31,1,23000,5,7000,8,2,198000,1999,female
11322,494,2023-04-22 09:08:31,1,23000,7,8000,12,14,388000,1999,female
11323,494,2023-05-15 18:55:31,7,24000,9,9000,7,12,276000,1999,female
11324,494,2023-06-07 02:45:31,1,23000,12,10500,1,7,96500,1999,female
11325,494,2023-06-30 05:53:31,5,22000,10,9500,10,6,277000,1999,female
11326,494,2023-07-30 03:48:31,1,23000,5,7000,7,10,231000,1999,female
11327,494,2023-08-14 03:59:31,12,30000,11,10000,8,12,360000,1999,female
11328,494,2023-08-23 11:39:31,11,29000,13,11000,7,4,247000,1999,female
11329,494,2023-08-27 19:09:31,14,32000,4,6500,10,9,378500,1999,female
11330,494,2023-09-02 11:04:31,14,32000,6,7500,7,11,306500,1999,female
11331,494,2023-09-19 13:24:31,6,25000,11,10000,6,10,250000,1999,female
11332,494,2023-09-21 04:39:31,1,23000,4,6500,9,7,252500,1999,female
11333,494,2023-10-07 19:00:31,12,30000,9,9000,7,11,309000,1999,female
11334,494,2023-10-11 09:55:31,8,26000,4,6500,9,8,286000,1999,female
11335,494,2023-11-02 23:36:31,12,30000,11,10000,8,6,300000,1999,female
11336,494,2023-12-02 20:48:31,3,20000,8,8500,9,7,239500,1999,female
11337,494,2023-12-27 07:09:31,13,31000,1,5000,10,7,345000,1999,female
11338,494,2024-01-21 09:19:31,8,26000,13,11000,7,8,270000,1999,female
11339,494,2024-02-15 16:15:31,10,28000,14,11500,2,6,125000,1999,female
11340,494,2024-02-17 08:41:31,7,24000,14,11500,7,6,237000,1999,female
11341,494,2024-03-13 08:21:31,3,20000,10,9500,8,3,188500,1999,female
11342,494,2024-04-05 20:52:31,7,24000,1,5000,9,6,246000,1999,female
11343,494,2024-04-26 07:16:31,5,22000,14,11500,6,4,178000,1999,female
11344,494,2024-05-21 00:42:31,2,21000,10,9500,4,7,150500,1999,female
11345,494,2024-06-13 10:29:31,8,26000,14,11500,9,6,303000,1999,female
11346,494,2024-06-30 20:19:31,2,21000,10,9500,14,3,322500,1999,female
11347,495,2022-11-09 11:54:11,1,23000,2,5500,13,4,321000,1996,male
11348,495,2022-11-27 15:30:11,4,23000,8,8500,8,8,252000,1996,male
11349,495,2022-12-06 20:49:11,7,24000,8,8500,4,7,155500,1996,male
11350,495,2022-12-29 00:01:11,3,20000,1,5000,9,8,220000,1996,male
11351,495,2023-01-08 23:35:11,2,21000,7,8000,1,7,77000,1996,male
11352,495,2023-01-26 22:24:11,4,23000,5,7000,7,4,189000,1996,male
11353,495,2023-02-09 09:10:11,6,25000,1,5000,6,8,190000,1996,male
11354,495,2023-03-09 19:29:11,4,23000,14,11500,8,10,299000,1996,male
11355,495,2023-03-29 00:00:11,4,23000,8,8500,7,8,229000,1996,male
11356,495,2023-04-19 06:06:11,3,20000,1,5000,10,11,255000,1996,male
11357,495,2023-05-11 03:18:11,1,23000,5,7000,9,8,263000,1996,male
11358,495,2023-06-10 02:41:11,4,23000,1,5000,13,9,344000,1996,male
11359,495,2023-06-20 15:59:11,13,31000,4,6500,7,6,256000,1996,male
11360,495,2023-06-26 19:44:11,4,23000,5,7000,8,2,198000,1996,male
11361,495,2023-07-04 07:36:11,11,29000,6,7500,13,5,414500,1996,male
11362,495,2023-07-16 05:44:11,5,22000,8,8500,5,5,152500,1996,male
11363,495,2023-07-22 20:27:11,3,20000,2,5500,14,7,318500,1996,male
11364,495,2023-07-25 00:05:11,14,32000,5,7000,8,1,263000,1996,male
11365,495,2023-08-10 05:27:11,8,26000,2,5500,6,3,172500,1996,male
11366,495,2023-09-04 14:14:11,4,23000,13,11000,8,6,250000,1996,male
11367,495,2023-09-06 04:53:11,1,23000,13,11000,9,9,306000,1996,male
11368,495,2023-09-30 19:53:11,7,24000,7,8000,10,2,256000,1996,male
11369,495,2023-10-19 11:33:11,8,26000,6,7500,8,7,260500,1996,male
11370,495,2023-11-09 16:56:11,7,24000,7,8000,7,10,248000,1996,male
11371,495,2023-11-25 04:03:11,9,27000,10,9500,2,9,139500,1996,male
11372,495,2023-11-30 14:18:11,2,21000,4,6500,6,9,184500,1996,male
11373,495,2023-12-14 23:11:11,9,27000,3,6000,9,7,285000,1996,male
11374,495,2024-01-14 02:23:11,2,21000,5,7000,10,7,259000,1996,male
11375,495,2024-01-31 22:46:11,5,22000,8,8500,12,6,315000,1996,male
11376,495,2024-02-21 18:40:11,7,24000,9,9000,4,11,195000,1996,male
11377,495,2024-02-29 11:51:11,7,24000,3,6000,5,6,156000,1996,male
11378,495,2024-03-07 20:02:11,3,20000,1,5000,7,11,195000,1996,male
11379,495,2024-04-06 03:57:11,7,24000,7,8000,8,7,248000,1996,male
11380,495,2024-04-16 14:35:11,12,30000,6,7500,6,4,210000,1996,male
11381,495,2024-05-05 19:46:11,11,29000,9,9000,9,10,351000,1996,male
11382,495,2024-06-04 15:13:11,13,31000,7,8000,11,1,349000,1996,male
11383,495,2024-06-22 00:00:11,10,28000,4,6500,4,5,144500,1996,male
11384,496,2023-03-23 12:55:03,1,23000,14,11500,6,1,149500,2002,female
11385,496,2023-03-28 13:26:03,10,28000,13,11000,10,3,313000,2002,female
11386,496,2023-04-14 12:54:03,14,32000,10,9500,3,7,162500,2002,female
11387,496,2023-04-23 18:03:03,10,28000,14,11500,7,6,265000,2002,female
11388,496,2023-05-07 14:36:03,6,25000,10,9500,2,2,69000,2002,female
11389,496,2023-05-22 20:41:03,12,30000,7,8000,7,9,282000,2002,female
11390,496,2023-06-13 22:40:03,14,32000,2,5500,9,9,337500,2002,female
11391,496,2023-06-23 20:45:03,1,23000,9,9000,13,6,353000,2002,female
11392,496,2023-07-10 06:58:03,2,21000,3,6000,6,5,156000,2002,female
11393,496,2023-08-01 08:08:03,1,23000,5,7000,10,4,258000,2002,female
11394,496,2023-08-13 16:04:03,2,21000,2,5500,13,3,289500,2002,female
11395,496,2023-08-17 12:43:03,5,22000,2,5500,9,8,242000,2002,female
11396,496,2023-08-29 13:07:03,9,27000,2,5500,8,9,265500,2002,female
11397,496,2023-09-14 19:01:03,11,29000,8,8500,4,7,175500,2002,female
11398,496,2023-09-25 11:24:03,13,31000,4,6500,14,7,479500,2002,female
11399,496,2023-10-12 22:45:03,9,27000,4,6500,10,5,302500,2002,female
11400,496,2023-10-18 03:16:03,13,31000,9,9000,5,8,227000,2002,female
11401,496,2023-11-06 18:28:03,13,31000,2,5500,6,7,224500,2002,female
11402,496,2023-11-24 07:28:03,2,21000,11,10000,6,5,176000,2002,female
11403,496,2023-12-13 08:18:03,7,24000,14,11500,12,2,311000,2002,female
11404,496,2024-01-09 14:38:03,13,31000,3,6000,10,8,358000,2002,female
11405,496,2024-01-28 17:02:03,7,24000,5,7000,4,4,124000,2002,female
11406,496,2024-02-12 06:08:03,6,25000,4,6500,6,9,208500,2002,female
11407,496,2024-03-05 20:18:03,3,20000,7,8000,3,10,140000,2002,female
11408,496,2024-03-07 03:29:03,11,29000,12,10500,9,7,334500,2002,female
11409,496,2024-03-15 19:53:03,9,27000,2,5500,9,13,314500,2002,female
11410,496,2024-03-23 10:56:03,11,29000,3,6000,14,7,448000,2002,female
11411,496,2024-04-17 22:00:03,13,31000,6,7500,10,8,370000,2002,female
11412,496,2024-04-25 06:58:03,13,31000,12,10500,8,4,290000,2002,female
11413,496,2024-05-09 08:40:03,13,31000,3,6000,7,5,247000,2002,female
11414,496,2024-05-14 19:06:03,1,23000,14,11500,7,8,253000,2002,female
11415,496,2024-05-15 22:21:03,1,23000,9,9000,5,11,214000,2002,female
11416,496,2024-05-25 03:35:03,9,27000,3,6000,7,9,243000,2002,female
11417,496,2024-06-21 18:40:03,8,26000,3,6000,6,5,186000,2002,female
11418,497,2023-10-23 16:54:12,14,32000,6,7500,8,6,301000,1993,male
11419,497,2023-11-12 02:20:12,11,29000,12,10500,7,6,266000,1993,male
11420,497,2023-11-20 13:08:12,11,29000,11,10000,10,6,350000,1993,male
11421,497,2023-12-15 07:10:12,8,26000,6,7500,6,7,208500,1993,male
11422,497,2023-12-30 19:10:12,3,20000,1,5000,8,6,190000,1993,male
11423,497,2024-01-24 07:01:12,12,30000,14,11500,10,13,449500,1993,male
11424,497,2024-02-11 18:49:12,6,25000,7,8000,8,6,248000,1993,male
11425,497,2024-02-21 04:51:12,14,32000,9,9000,6,4,228000,1993,male
11426,497,2024-02-24 06:31:12,7,24000,14,11500,4,10,211000,1993,male
11427,497,2024-03-19 08:21:12,13,31000,4,6500,7,12,295000,1993,male
11428,497,2024-03-24 06:13:12,9,27000,9,9000,8,2,234000,1993,male
11429,497,2024-04-21 01:42:12,12,30000,8,8500,9,5,312500,1993,male
11430,497,2024-04-22 03:30:12,6,25000,10,9500,7,5,222500,1993,male
11431,497,2024-05-21 06:53:12,9,27000,9,9000,8,8,288000,1993,male
11432,497,2024-06-11 21:59:12,6,25000,6,7500,9,4,255000,1993,male
11433,497,2024-06-26 11:59:12,8,26000,2,5500,9,10,289000,1993,male
11434,497,2024-07-02 06:30:12,13,31000,9,9000,8,14,374000,1993,male
11435,498,2023-03-20 10:14:06,2,21000,7,8000,8,9,240000,2002,male
11436,498,2023-04-06 13:21:06,6,25000,8,8500,8,12,302000,2002,male
11437,498,2023-04-22 10:42:06,8,26000,1,5000,6,9,201000,2002,male
11438,498,2023-04-24 15:05:06,14,32000,11,10000,4,7,198000,2002,male
11439,498,2023-05-25 01:02:06,5,22000,2,5500,8,7,214500,2002,male
11440,498,2023-05-29 21:15:06,1,23000,11,10000,5,14,255000,2002,male
11441,498,2023-06-06 12:18:06,14,32000,10,9500,6,8,268000,2002,male
11442,498,2023-06-19 14:14:06,3,20000,8,8500,11,10,305000,2002,male
11443,498,2023-07-19 16:31:06,5,22000,12,10500,8,4,218000,2002,male
11444,498,2023-08-08 21:22:06,7,24000,4,6500,6,7,189500,2002,male
11445,498,2023-08-20 08:57:06,14,32000,3,6000,8,7,298000,2002,male
11446,498,2023-09-19 10:12:06,4,23000,3,6000,11,2,265000,2002,male
11447,498,2023-10-19 02:59:06,12,30000,13,11000,7,6,276000,2002,male
11448,498,2023-11-13 16:43:06,12,30000,7,8000,2,6,108000,2002,male
11449,498,2023-11-28 11:51:06,14,32000,9,9000,2,10,154000,2002,male
11450,498,2023-12-01 04:02:06,8,26000,2,5500,8,5,235500,2002,male
11451,498,2023-12-19 20:15:06,1,23000,11,10000,5,9,205000,2002,male
11452,498,2023-12-30 19:22:06,6,25000,7,8000,8,11,288000,2002,male
11453,498,2024-01-03 08:07:06,1,23000,5,7000,13,11,376000,2002,male
11454,498,2024-01-25 20:46:06,13,31000,5,7000,11,8,397000,2002,male
11455,498,2024-02-20 03:55:06,8,26000,3,6000,10,10,320000,2002,male
11456,498,2024-03-06 09:41:06,13,31000,12,10500,9,9,373500,2002,male
11457,498,2024-03-27 15:11:06,13,31000,14,11500,9,8,371000,2002,male
11458,498,2024-04-22 00:27:06,4,23000,7,8000,12,7,332000,2002,male
11459,498,2024-04-26 21:33:06,11,29000,13,11000,3,8,175000,2002,male
11460,498,2024-05-14 03:40:06,10,28000,14,11500,6,7,248500,2002,male
11461,498,2024-05-30 01:02:06,3,20000,6,7500,5,1,107500,2002,male
11462,498,2024-06-27 11:53:06,3,20000,5,7000,10,4,228000,2002,male
11463,498,2024-06-30 01:53:06,9,27000,9,9000,5,5,180000,2002,male
11464,499,2024-03-17 04:16:47,4,23000,1,5000,7,7,196000,1993,female
11465,499,2024-03-30 16:05:47,13,31000,4,6500,6,9,244500,1993,female
11466,499,2024-04-17 09:35:47,5,22000,13,11000,11,6,308000,1993,female
11467,499,2024-04-27 05:12:47,1,23000,9,9000,2,8,118000,1993,female
11468,499,2024-05-12 03:07:47,5,22000,13,11000,3,1,77000,1993,female
11469,499,2024-06-01 11:21:47,13,31000,8,8500,1,12,133000,1993,female
11470,499,2024-06-03 02:43:47,11,29000,12,10500,6,4,216000,1993,female
11471,499,2024-06-10 17:52:47,8,26000,5,7000,3,10,148000,1993,female
11472,499,2024-06-17 18:20:47,8,26000,3,6000,7,7,224000,1993,female
11473,500,2023-12-22 06:06:15,1,23000,2,5500,7,9,210500,1988,male
11474,500,2024-01-02 17:00:15,11,29000,7,8000,1,7,85000,1988,male
11475,500,2024-01-09 16:56:15,10,28000,2,5500,6,1,173500,1988,male
11476,500,2024-01-25 03:27:15,2,21000,6,7500,6,8,186000,1988,male
11477,500,2024-02-18 07:52:15,9,27000,1,5000,7,5,214000,1988,male
11478,500,2024-03-17 13:13:15,6,25000,9,9000,7,6,229000,1988,male
11479,500,2024-04-09 14:58:15,1,23000,9,9000,14,8,394000,1988,male
11480,500,2024-05-07 20:42:15,3,20000,11,10000,3,11,170000,1988,male
11481,500,2024-06-07 04:31:15,5,22000,4,6500,8,9,234500,1988,male
11482,500,2024-06-18 08:18:15,11,29000,8,8500,6,1,182500,1988,male
11483,500,2024-07-09 01:58:15,4,23000,2,5500,5,5,142500,1988,male
11484,501,2023-10-04 16:47:10,3,20000,14,11500,7,3,174500,2000,male
11485,501,2023-10-13 11:14:10,14,32000,13,11000,6,9,291000,2000,male
11486,501,2023-10-27 04:06:10,9,27000,9,9000,5,4,171000,2000,male
11487,501,2023-11-18 22:04:10,2,21000,12,10500,5,4,147000,2000,male
11488,501,2023-12-16 01:35:10,7,24000,10,9500,9,8,292000,2000,male
11489,501,2023-12-25 16:53:10,8,26000,4,6500,6,5,188500,2000,male
11490,501,2024-01-06 22:09:10,10,28000,3,6000,7,7,238000,2000,male
11491,501,2024-01-21 00:25:10,13,31000,13,11000,3,4,137000,2000,male
11492,501,2024-01-30 03:15:10,1,23000,12,10500,2,9,140500,2000,male
11493,501,2024-02-09 01:24:10,9,27000,11,10000,7,2,209000,2000,male
11494,501,2024-03-11 00:12:10,11,29000,9,9000,10,3,317000,2000,male
11495,501,2024-04-09 18:50:10,8,26000,13,11000,8,4,252000,2000,male
11496,501,2024-04-24 07:31:10,9,27000,8,8500,3,8,149000,2000,male
11497,501,2024-05-09 02:04:10,11,29000,7,8000,2,8,122000,2000,male
11498,501,2024-05-22 05:22:10,11,29000,4,6500,6,6,213000,2000,male
11499,501,2024-05-27 08:25:10,10,28000,13,11000,6,6,234000,2000,male
11500,501,2024-06-25 07:32:10,13,31000,2,5500,6,11,246500,2000,male
11501,502,2024-03-04 14:13:17,4,23000,9,9000,5,6,169000,1997,female
11502,502,2024-03-21 22:26:17,4,23000,5,7000,7,6,203000,1997,female
11503,502,2024-04-14 01:10:17,12,30000,9,9000,2,9,141000,1997,female
11504,502,2024-04-29 06:31:17,12,30000,2,5500,10,4,322000,1997,female
11505,502,2024-05-28 03:04:17,1,23000,7,8000,9,8,271000,1997,female
11506,502,2024-06-11 12:35:17,3,20000,9,9000,7,8,212000,1997,female
11507,502,2024-06-22 00:43:17,4,23000,10,9500,10,9,315500,1997,female
11508,502,2024-06-26 12:54:17,3,20000,1,5000,4,11,135000,1997,female
11509,502,2024-07-01 12:17:17,12,30000,12,10500,9,1,280500,1997,female
11510,503,2024-04-07 10:25:46,12,30000,8,8500,7,8,278000,2002,female
11511,503,2024-04-19 19:17:46,10,28000,2,5500,10,6,313000,2002,female
11512,503,2024-05-18 16:10:46,6,25000,9,9000,8,9,281000,2002,female
11513,503,2024-06-02 14:01:46,3,20000,12,10500,6,7,193500,2002,female
11514,503,2024-07-02 02:50:46,10,28000,10,9500,5,11,244500,2002,female
11515,504,2024-04-18 05:46:29,5,22000,13,11000,12,5,319000,1995,male
11516,504,2024-04-20 03:07:29,7,24000,11,10000,5,4,160000,1995,male
11517,504,2024-05-09 02:56:29,2,21000,3,6000,6,9,180000,1995,male
11518,504,2024-05-10 17:56:29,11,29000,11,10000,12,11,458000,1995,male
11519,504,2024-05-25 15:46:29,6,25000,9,9000,6,5,195000,1995,male
11520,504,2024-05-26 18:01:29,13,31000,14,11500,11,4,387000,1995,male
11521,504,2024-05-30 18:55:29,2,21000,8,8500,8,6,219000,1995,male
11522,504,2024-06-17 23:32:29,6,25000,5,7000,5,5,160000,1995,male
11523,504,2024-06-19 08:49:29,11,29000,5,7000,10,8,346000,1995,male
11524,504,2024-07-06 13:49:29,3,20000,10,9500,10,11,304500,1995,male
11525,505,2024-06-17 09:10:45,5,22000,1,5000,7,8,194000,1996,female
11526,505,2024-06-28 10:06:45,6,25000,3,6000,11,9,329000,1996,female
11527,505,2024-07-02 11:47:45,9,27000,1,5000,9,1,248000,1996,female
11528,506,2022-09-14 04:41:01,2,21000,10,9500,5,10,200000,1999,female
11529,506,2022-09-27 09:05:01,14,32000,5,7000,5,7,209000,1999,female
11530,506,2022-10-20 04:57:01,3,20000,1,5000,7,12,200000,1999,female
11531,506,2022-11-10 20:25:01,14,32000,9,9000,3,14,222000,1999,female
11532,506,2022-11-19 22:31:01,9,27000,10,9500,6,6,219000,1999,female
11533,506,2022-12-19 23:16:01,12,30000,9,9000,9,6,324000,1999,female
11534,506,2022-12-22 22:56:01,9,27000,11,10000,8,8,296000,1999,female
11535,506,2023-01-02 05:10:01,14,32000,12,10500,10,8,404000,1999,female
11536,506,2023-01-26 16:25:01,13,31000,3,6000,8,6,284000,1999,female
11537,506,2023-02-05 05:56:01,12,30000,5,7000,12,10,430000,1999,female
11538,506,2023-02-28 02:19:01,7,24000,8,8500,11,9,340500,1999,female
11539,506,2023-03-20 20:58:01,14,32000,8,8500,10,6,371000,1999,female
11540,506,2023-04-07 06:30:01,12,30000,14,11500,2,5,117500,1999,female
11541,506,2023-04-27 12:53:01,11,29000,13,11000,11,7,396000,1999,female
11542,506,2023-05-13 16:24:01,10,28000,12,10500,9,5,304500,1999,female
11543,506,2023-06-12 17:26:01,9,27000,5,7000,6,3,183000,1999,female
11544,506,2023-06-21 09:12:01,10,28000,11,10000,11,2,328000,1999,female
11545,506,2023-06-30 19:03:01,9,27000,2,5500,2,9,103500,1999,female
11546,506,2023-07-01 23:02:01,4,23000,13,11000,10,10,340000,1999,female
11547,506,2023-07-31 08:58:01,1,23000,7,8000,9,6,255000,1999,female
11548,506,2023-08-15 19:01:01,5,22000,5,7000,1,7,71000,1999,female
11549,506,2023-08-17 17:45:01,6,25000,5,7000,10,10,320000,1999,female
11550,506,2023-09-07 11:22:01,8,26000,11,10000,8,4,248000,1999,female
11551,506,2023-10-07 05:09:01,9,27000,6,7500,1,6,72000,1999,female
11552,506,2023-10-15 19:08:01,9,27000,2,5500,8,5,243500,1999,female
11553,506,2023-10-26 08:36:01,8,26000,7,8000,6,12,252000,1999,female
11554,506,2023-10-29 22:06:01,3,20000,14,11500,11,8,312000,1999,female
11555,506,2023-11-13 20:18:01,4,23000,6,7500,6,9,205500,1999,female
11556,506,2023-11-21 01:38:01,9,27000,13,11000,4,8,196000,1999,female
11557,506,2023-11-28 19:33:01,14,32000,8,8500,8,6,307000,1999,female
11558,506,2023-12-07 23:54:01,2,21000,12,10500,12,8,336000,1999,female
11559,506,2023-12-28 06:07:01,3,20000,2,5500,7,9,189500,1999,female
11560,506,2024-01-03 06:41:01,8,26000,13,11000,7,10,292000,1999,female
11561,506,2024-01-04 09:45:01,11,29000,2,5500,10,10,345000,1999,female
11562,506,2024-01-09 18:53:01,12,30000,12,10500,6,8,264000,1999,female
11563,506,2024-01-11 23:07:01,7,24000,7,8000,10,1,248000,1999,female
11564,506,2024-02-06 06:17:01,3,20000,10,9500,4,9,165500,1999,female
11565,506,2024-03-01 16:09:01,2,21000,10,9500,9,11,293500,1999,female
11566,506,2024-03-13 02:06:01,1,23000,1,5000,9,9,252000,1999,female
11567,506,2024-03-22 01:00:01,1,23000,13,11000,1,8,111000,1999,female
11568,506,2024-04-05 13:22:01,14,32000,7,8000,4,5,168000,1999,female
11569,506,2024-04-09 21:28:01,11,29000,4,6500,11,9,377500,1999,female
11570,506,2024-04-27 06:28:01,14,32000,8,8500,6,6,243000,1999,female
11571,506,2024-05-24 00:17:01,9,27000,5,7000,1,11,104000,1999,female
11572,506,2024-06-06 10:12:01,6,25000,9,9000,1,4,61000,1999,female
